bear.id,longitude,latitude
7,-148.956023157849,62.6582202228065
57,-152.622838628666,58.3506415347896
69,-144.937396651674,62.3822701136365
75,-152.848485608032,59.9012222743598
104,-143.294815576106,61.0731075296253
108,-149.711130886927,62.9160479944126
115,-151.836062611169,67.9896549867769
116,-147.433472825838,62.5542525604006
125,-157.395904113787,60.2135988736257
135,-155.748289558931,58.8645760164131
137,-144.227624249284,67.1722743356211
162,-162.729589872892,55.0163658005426
185,-133.796180264752,56.8619148148343
208,-145.589296065153,64.6514623333023
220,-153.235034295539,65.9217231706802
226,-157.331908752101,58.1814691525565
233,-132.54411766233,57.2033943260159
239,-135.091061882201,58.3057733241609
247,-134.570654321456,58.4000379333745
282,-149.650335204238,61.0451093029488
304,-143.315564625879,64.0690906565388
330,-154.724335288964,61.2659323192577
332,-134.388017565998,57.6566892641526
334,-147.982995132669,67.8500429621621
372,-161.675604830678,67.152177063344
382,-152.288983339887,68.4815993802294
396,-133.032211812771,57.4013848847169
429,-151.102609060747,60.28931410842
436,-133.632002625421,56.7837058631617
440,-152.801772296262,57.7545374641859
446,-153.533473624857,60.0368637634326
453,-156.231911140938,58.5494827609339
554,-133.115903812743,57.2452373350784
557,-151.640763925826,67.8321128705922
581,-137.628031541354,59.0863421773766
682,-135.549020290709,58.7034051150904
683,-153.926447887851,61.4928704922107
690,-160.522862175941,63.7411599468299
705,-165.186531366471,64.845789053198
781,-152.534473820401,58.5773426333774
789,-133.854074562312,58.2430993036021
807,-155.007160080692,59.4864138659164
839,-141.06120223168,61.6427728734542
859,-145.282523796265,60.4879735039864
881,-166.233599526823,65.1442329238139
911,-145.165412372506,61.5567142991801
920,-158.112869919694,56.9381137270578
948,-157.607176225815,57.8511679292584
975,-152.943610948323,57.3663916008907
1006,-149.333761370637,61.1159335251567
1025,-153.932496525979,61.5085155574528
1026,-141.398439266152,63.8937416281272
1031,-154.502997825249,57.1381986087518
1033,-147.156973374062,68.2870624419945
1107,-155.736515793049,57.6990382456848
1111,-154.246437805348,58.2864622470759
1112,-153.001393095985,65.3842281927493
1115,-158.180245368416,69.4958336812622
1137,-146.634341224057,61.9470041416972
1146,-149.23728180373,61.7014799083459
1178,-155.108819122181,58.8670201352504
1215,-151.896064563985,68.0244585244635
1222,-151.403459407876,61.0291230968095
1228,-154.314372534981,57.0196426488627
1251,-134.211860406642,58.8206285625693
1257,-145.627119817489,62.0905750149501
1314,-148.208951761601,62.9619212880854
1321,-145.046175581267,66.0569131411982
1345,-146.981700230324,68.1497091453907
1349,-151.881165828889,59.2667106299763
1357,-148.644955528921,67.5973000738784
1407,-142.225990509743,62.8800879789082
1509,-135.274306504046,59.2357359692273
1515,-155.405351523545,58.945643022276
1536,-142.662648257719,63.4568692215836
1550,-143.969642833626,61.7639097051794
1568,-149.804801328179,62.7154602562744
1573,-146.338975683097,64.3778515683591
1598,-146.524730039606,63.9116532650236
1609,-147.44949785589,63.9116849479914
1636,-154.21262669642,58.5153557289928
1658,-150.700916527277,61.5034016295211
1687,-136.404150153992,58.3272216240059
1730,-151.000011719723,65.4518213932116
1732,-150.607940123147,68.5460519562858
1736,-153.912872459002,60.3893183803319
1791,-160.744299896917,55.8447972397866
1899,-151.656311413307,68.4274815373031
1903,-135.696282971267,58.6195794809253
1912,-135.576944501946,59.5313395281555
1982,-153.694788471631,57.0243105816182
2003,-153.789468441202,63.8702128116309
2004,-155.501040964866,59.2850152645473
2042,-154.78192474772,58.3117097741426
2085,-145.140302475397,62.6365313921969
2115,-148.034091356916,62.458131427268
2125,-134.898464077652,56.8006370900151
2126,-134.049084338853,58.1842202881975
2138,-147.394553874628,67.8783743637309
2140,-151.580657706208,61.2657143596155
2143,-147.528604658448,59.8898072955843
2145,-135.357520567265,58.359965626896
2155,-152.071890447767,60.8124742251097
2190,-146.907078252131,65.9373623152888
2209,-164.94726082702,65.3307889829112
2220,-151.908975005193,68.2676238145552
2238,-154.396114996241,69.2635238759287
2245,-150.912119784419,64.2904974836707
2249,-148.023120243819,67.69982249924
2263,-148.614679913701,69.6604415583142
2306,-138.678885207573,59.4154727995584
2344,-152.601827114623,58.1790290386316
2371,-131.523410705737,55.4201661541998
2376,-150.381118931662,62.5405738796606
2394,-139.454860927139,60.2903927396262
2401,-134.705887353833,57.8921903271585
2456,-151.302594008854,67.5644211084037
2463,-156.747367380096,57.7496989201119
2479,-150.926944163475,61.6726466340426
2483,-156.108114249078,66.2184524356989
2497,-135.160892016315,57.3099898660981
2525,-153.571199940616,57.3535096132937
2534,-133.673130756654,58.4179223638922
2568,-134.855740372297,57.0856084202931
2571,-155.415694028974,59.0609762300707
2576,-161.645777782785,55.7751682962284
2606,-151.299711187754,62.9464577715756
2686,-142.950259721686,61.4936453460815
2687,-144.271323779942,63.5967931926203
2707,-148.158706302954,66.9849975788818
2711,-149.021243321332,64.8518739376795
2721,-131.262050509209,55.3988242712071
2731,-135.670789486766,58.4179493491281
2755,-159.924118997958,68.7425279430058
2764,-147.899659645144,64.5554335928827
2778,-154.051892649814,57.2826816527655
2785,-150.844664575782,60.7290308525568
2792,-160.636821841603,55.7405633791538
2829,-160.041670997827,69.9543879904904
2846,-146.561378226915,65.7698536747853
2855,-151.702295786717,59.3120253203896
2862,-155.653718872227,58.923916889932
2865,-153.297848730566,57.4244963069693
2878,-155.040143548416,58.3427392614537
2912,-157.140381990449,57.3573825991322
2913,-145.595150153764,64.3247948441405
2925,-152.166570638712,57.6145325287433
2953,-146.810939653587,63.7296354260617
2956,-151.974572955433,67.0795398563042
2977,-146.248710194815,66.955120206912
3006,-134.46188953154,57.4050685351396
3011,-154.325053888614,57.4530208785625
3014,-155.514530480974,57.8664710747249
3019,-156.939283737331,57.9761348461103
3024,-152.850295622602,57.7048246244881
3027,-149.342429798742,62.2438574884469
3066,-156.156871294793,58.1077693829384
3118,-134.903209352385,58.6479746607838
3125,-154.285620528212,59.5545025675251
3132,-149.889096240553,61.404891565523
3186,-156.195744315145,59.213721599299
3223,-134.814221388336,56.8401105027884
3250,-150.417213641376,63.8231023121168
3292,-157.082846903878,56.9724045823893
3328,-143.596008782645,61.6643544521306
3343,-158.214051986598,56.7635206835676
3418,-136.71103498345,58.5989492315338
3419,-153.901533772259,69.1058117297072
3426,-147.975165068769,65.7403406242566
3442,-145.101679170805,65.0588552353557
3473,-153.113307602399,57.2296273804422
3514,-147.805713262134,65.0903007426577
3522,-154.280271200396,57.5366196336311
3525,-153.879322977721,57.3323778739209
3539,-142.373681426348,63.2636229761942
3573,-157.256292349324,58.3922384856161
3582,-153.329748128962,60.6667220085298
3585,-150.573762588345,68.7866092717238
3619,-135.258575655886,57.5567795845287
3662,-150.077789787686,61.4530445376597
3691,-153.945463402978,57.1489182801791
3718,-153.23076718615,57.8964974923268
3726,-154.412516773764,58.2095826346363
3733,-146.92420982311,66.1104858568752
3744,-156.782465454318,58.441726541991
3779,-153.623878271072,57.1411732013419
3791,-159.822715702036,68.7096446096116
3807,-146.181979525264,63.747882087546
3843,-153.701621337172,59.9846452294313
3854,-145.860651363738,64.1508237928867
3862,-134.269622569244,57.358187810999
3882,-154.535598428752,59.8049334981843
3925,-154.242530428043,59.8428164610031
3947,-145.849815641632,66.122600919918
3955,-142.482066135096,64.6768812960263
3961,-148.398538583724,61.668815581948
3976,-150.160937791467,65.8063701397546
3988,-149.609588697891,63.8967738302443
3999,-151.019159516845,67.5008157843474
4018,-138.224605625523,59.1693557859168
4066,-145.31455317591,61.8511648786065
4073,-154.157317260932,58.5777405590468
4082,-154.388723679474,59.0392512544115
4083,-143.572773058783,63.9332621246192
4085,-156.508685488958,59.5179963938181
4107,-154.460861991843,57.1558024177611
4121,-149.533655693499,60.9106787921518
4154,-154.45642630169,60.619037566212
4174,-158.035825750919,56.8912896548669
4195,-152.407916762097,61.2715640985807
4214,-152.665469292716,61.5835988527889
4224,-152.320525431718,67.4245046797668
4281,-151.815730430366,68.8086706297883
4282,-147.724618805065,62.2724151160646
4293,-151.820010002152,66.4501023067236
4296,-152.941044347629,57.6566845954256
4322,-152.63842922255,58.1302300894225
4327,-153.356442196751,66.5649000743234
4333,-157.568760522475,62.0131144679795
4393,-149.015668304393,63.1107577527254
4400,-150.374281015038,60.6386312119651
4410,-151.545815615973,59.9866069092552
4438,-152.999508731117,62.984929213835
4440,-152.640397614263,58.0878448679001
4479,-147.70291153503,64.2297177435865
4484,-148.874292377808,61.0851646951244
4495,-135.266312302861,57.6318313527542
4520,-152.14940250535,58.1793369615162
4557,-152.491416291132,69.4562340675808
4558,-156.774371850632,57.6855681471636
4561,-135.130138180931,57.3567608208488
4602,-153.805204241376,58.7537419646137
4605,-159.102714867786,56.3351777434686
4608,-135.680995896924,57.5935812648705
4627,-146.845119565556,63.5436921576655
4634,-158.379413382472,69.9491874560805
4642,-150.519206551025,69.2121014598959
4660,-152.867482238308,67.0053251952562
4679,-154.042977816702,58.5977564498024
4705,-159.104231122423,56.5782202819522
4751,-153.288992701036,61.829970592423
4763,-145.807165770913,63.8938169353679
4766,-149.363444407904,64.2238470558973
4784,-150.994988782879,67.1155449577102
4789,-142.282590116487,65.9756718389917
4815,-146.205777200916,61.8599650880823
4819,-151.211860847495,69.1031263864803
4826,-149.619052509614,63.1290598842327
4839,-135.520682628385,58.4225589828088
4850,-151.717044274633,59.2305671357321
4855,-152.386604808563,61.7929757292064
4875,-148.795262841792,67.7109507223275
4897,-136.605915907916,59.0423817857026
4928,-156.816185355474,58.5433662288588
4937,-145.705385092078,68.958771108217
4939,-146.867296688859,62.917196076863
4942,-145.221101059512,61.40641147993
5004,-160.292068105859,69.310422500196
5005,-131.518410144764,56.3766289150891
5019,-141.751276649948,60.0524819482501
5021,-154.035700652212,60.1845508102086
5041,-135.066929555989,58.9563729901214
5057,-154.329755304746,60.9851410374548
5058,-150.704318406065,62.4185349418133
5076,-145.870081910228,64.1524166812891
5087,-154.934995624128,60.3900385954568
5112,-133.45558143552,55.465779159367
5122,-150.800743171001,68.0654237643324
5199,-153.685087174555,61.0070499211364
5201,-155.996661193391,61.4781823909663
5269,-134.182064550251,58.5762472765494
5300,-160.667839654606,64.1881426570046
5313,-148.300811475194,61.1085911763008
5329,-153.672685337132,57.1366286835016
5355,-153.666562457857,59.8445279930175
5365,-157.85768810322,62.1051154480685
5387,-153.209534068472,66.2078320732226
5412,-146.93427018201,68.3486409896087
5434,-142.366587927632,63.1891267544594
5438,-150.031235006616,63.7255148915371
5449,-154.398444196754,58.7979461341973
5516,-144.786535977202,60.7339675842219
5541,-153.308667764894,57.7793512972479
5580,-153.663630473953,57.3474406029351
5603,-135.221969412893,57.2436185517866
5616,-149.008864168055,65.1215256741345
5633,-153.90540243837,59.4354821897777
5635,-149.143507758813,63.6440622062583
5658,-154.41743049974,58.2984427206361
5670,-147.341535909133,61.7752735728244
5684,-151.572603323612,63.8949399541829
5687,-133.888667858384,57.6666775326398
5690,-155.848748730675,57.9888123816401
5701,-154.470596920355,58.1432138876557
5714,-155.18265436388,57.920290158456
5715,-160.276635284313,56.1669565585317
5723,-143.013389469271,61.3271656927292
5730,-163.075487277617,67.6882996108143
5735,-152.460509953375,60.9695941262515
5747,-150.009093993805,59.8241393339773
5761,-149.577076791925,70.3674184757522
5787,-148.318185628014,64.1667471334256
5838,-156.263067163164,59.7732684244831
5851,-145.86983930231,61.1447116972105
5857,-157.399515905038,57.3120518384388
5869,-150.449994370382,61.5748969906999
5876,-153.369826531534,57.2930570194847
5911,-155.194000324389,58.6447585816142
5954,-141.864730519544,64.4171261895134
5980,-135.789720682077,58.5713393432875
6009,-149.940711088987,60.9350851171845
6024,-145.722661596731,63.4235347959495
6048,-133.91793781365,58.6804447011663
6061,-141.179425736248,64.6988746604028
6071,-147.680070556331,62.4723649018639
6092,-153.386656834486,57.4247261517551
6111,-153.058381660749,58.0431805438476
6165,-147.04001129459,61.5645968695515
6177,-135.819290112511,58.7770970361884
6214,-145.762571456165,61.4427438902861
6218,-155.054627508829,58.617136499888
6239,-149.19907488671,64.167997219537
6254,-155.42477897816,68.6026437313015
6289,-141.584873475873,62.8710330457819
6291,-155.518609352912,69.19012238994
6308,-160.111134286815,56.3700863440113
6318,-154.345340264778,58.5782569095757
6325,-160.277542094687,56.317278626117
6335,-135.743507446176,57.2712175564223
6343,-147.328959150723,63.522816237507
6353,-153.925420528292,57.7334283505752
6357,-153.067777053263,68.8925208533899
6368,-150.643928078343,60.1133642594666
6373,-135.979509419765,57.7929649022651
6402,-154.606368451607,58.1910267882561
6415,-161.414145342667,55.2079312058275
6434,-146.168206325743,64.616562567848
6460,-153.775615232226,57.269283171611
6470,-152.850495799105,57.4336330051509
6521,-154.698783859631,56.5249947856077
6565,-156.604613870648,58.7053214463136
6566,-147.166310307374,61.8633480432816
6600,-147.501664676164,65.522631655942
6641,-159.423332721351,59.0451118242117
6645,-155.873167911874,66.9032613390561
6754,-153.959702372804,58.7360306345029
6765,-135.659600401384,57.2859039302353
6772,-133.727167426811,58.2711353420145
6840,-141.043959520126,63.2958021858733
6917,-157.097105426667,57.5336892382761
6951,-136.495459509474,59.0844902987451
6995,-143.517241502246,62.9268703887729
7020,-154.715140581692,61.4320486469318
7024,-134.72029026203,56.948552359126
7103,-142.388895079511,64.601583942124
7106,-156.729739495007,60.2909096999662
7113,-154.590431753846,65.7331398347526
7139,-135.838635754648,59.5053826507557
7146,-152.950228047319,69.814275410214
7152,-145.612394649641,63.2070883660361
7166,-148.782903913333,64.1777325201449
7174,-152.388729235144,69.3605100805354
7195,-145.200355836365,67.7943786722445
7202,-136.615168278948,58.610320804633
7235,-153.16577164036,65.5338666253503
7236,-161.179400497817,55.8837314507755
7330,-149.199463819775,62.5821442482456
7331,-153.494862246432,57.4394857356024
7373,-141.764760750764,66.617382249457
7374,-162.972119328401,69.2665026800855
7391,-153.934764432181,56.7714350656804
7422,-153.982407199733,57.140259171079
7430,-148.513611589054,64.0352280653517
7437,-145.059422543306,65.1264530560069
7525,-145.136204860041,63.9771093808475
7542,-151.463380186133,66.0264665094339
7559,-152.965809341883,69.3368085462495
7572,-156.62186540928,59.5605764275243
7589,-141.27297707859,61.9220483709457
7617,-145.588417785224,64.8879242545097
7636,-159.678029393942,64.4679188350702
7656,-153.573579659557,56.9953030812331
7720,-153.999077313341,57.6224785388265
7740,-149.509532905836,64.6943724066777
7757,-153.10464149926,58.0548143044142
7759,-157.583484075914,57.2885260609128
7770,-164.517553961459,68.4453798207074
7775,-151.204858346715,60.4460219625295
7789,-154.305952577463,57.4358123470891
7832,-145.312091753012,64.9473008481333
7845,-135.111732324915,58.9915618492204
7859,-133.107377788052,57.4061282720288
7890,-145.463344339101,64.7465372677772
7964,-133.738170335471,56.6274581091992
7989,-134.364502473158,57.9661877516088
8035,-134.745806381961,58.2516377866224
8036,-153.083369693587,57.5095748129143
8039,-157.51568717961,69.0301287514457
8044,-159.339604009521,63.5329364631141
8049,-155.161641524289,58.8523162202729
8052,-151.359977586103,63.3443398205454
8145,-160.071037614022,56.1836428230573
8162,-164.004561986096,65.3369694954059
8205,-154.800792152732,60.2597542194272
8236,-153.484989400142,57.5742895162091
8276,-152.683771271341,62.0939482531091
8312,-154.133919041653,57.4227833301373
8318,-146.028438523616,61.5129368973562
8331,-145.370304615749,63.9421629926696
8365,-136.162684451348,58.3507486713794
8373,-153.057781687053,58.1296483054878
8391,-149.014745902633,60.9933974791846
8402,-155.80574159793,58.4532884736226
8417,-147.037625436755,62.213101640618
8450,-134.431087635647,57.6747919212346
8503,-136.672256373934,59.0738728525559
8515,-149.95261155563,61.5044118470754
8525,-153.335404441352,70.2106953820346
8538,-148.703144829732,66.3312772844312
8559,-157.428482227104,59.8263422257983
8565,-156.969422010753,59.4434494850702
8568,-152.519621440097,60.4385280171804
8591,-147.941284601744,69.0772780379474
8606,-153.459158751001,58.8084703146789
8615,-146.580887725267,65.9581413921659
8635,-147.838621011843,66.157967340874
8641,-145.332412742005,61.9821445270237
8649,-154.575065031096,58.0831163729715
8680,-153.110679698484,67.8221848143565
8692,-149.104505059288,62.687174860174
8694,-136.347237330211,59.1909097350277
8705,-147.323299509067,62.0756481892656
8706,-154.65319501311,62.1014815381635
8717,-132.826710787142,57.5433687907746
8724,-158.290938427753,56.9874920788851
8734,-146.470062164559,64.1554260932993
8744,-155.034647969739,59.5917944353067
8787,-161.434924298995,62.120308332087
8903,-150.332639745919,62.6001242469416
8923,-156.454028736429,60.9656819044414
8938,-145.613346880816,66.6336897337422
8947,-147.620024515115,64.0196516252117
8973,-146.387948035872,62.0965987224808
8995,-145.842724801515,64.8936477807125
9041,-144.485853735224,64.5130050072493
9062,-134.944418414555,58.3069419979631
9066,-153.346631702132,57.7650163200363
9071,-152.432322006079,65.9560309112531
9103,-143.483458911798,65.7055204481609
9125,-135.566027308863,57.4685522512767
9142,-146.025675953292,63.5335774356073
9165,-133.904457530884,57.0456228350519
9170,-134.110119547248,57.2915990412277
9172,-156.621322007302,57.8346884452541
9178,-148.425117640854,63.0065141302516
9206,-146.034308363303,63.6839020854756
9207,-149.674108748607,62.4084802176733
9270,-153.618313804735,61.2589973296772
9278,-151.369190157566,62.1471370996564
9287,-133.989344073053,58.2866751553394
9316,-154.421265744618,59.9443917540232
9383,-154.128446656299,70.295142133257
9438,-135.396262238126,57.9085891913807
9453,-134.639051233166,56.2500702389374
9492,-136.867403347488,58.404682872999
9525,-154.218342183077,56.5386406406014
9541,-158.817128282631,56.5070599666415
9552,-134.985781225924,57.1690252096249
9554,-148.320421873714,63.3676825896985
9568,-154.08104845904,57.5361109728416
9592,-151.759371767807,67.8862445925133
9614,-157.254326036638,57.7531938282728
9624,-148.286348934231,62.973860829598
9652,-151.002452896905,60.4920466184365
9663,-158.256120525534,56.6563779421793
9671,-150.394919260306,61.5475347974275
9679,-135.045827815741,57.3895480158612
9729,-152.554553563532,61.9707032371374
9749,-152.515430437676,69.9220257507324
9776,-154.596268766364,57.4192702525368
9779,-152.877064630678,57.4502667300996
9787,-151.571913060569,59.2824952503685
9795,-149.76149920636,62.5160242010243
9797,-146.404706349702,64.609872285601
9810,-137.862388012608,59.2874234902162
9857,-156.34907175227,57.7400314446356
9873,-156.568246136581,57.6820209603694
9912,-148.358999613301,68.8535924081458
9954,-152.584457961868,61.64968976731
9962,-134.234641462858,56.323433296165
9979,-155.1595627887,58.8750476052451
9981,-152.059917035331,61.6561697073127
9987,-146.847409921925,61.882673907095
9996,-160.670379973696,67.5707882779085
